gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,num_services,Segment,Segment_Name,Assigned_Intervention,CLV,Churn_Probability,High_Risk,Intervention_Cost,intervention_cost,baseline_loss,prevented_loss,net_benefit
Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.1,4890.5,0,4+ years,7,1,Loyal Champions,premium_support,1033.1999999999998,0.35810205,False,0,0.0,0.0,0.0,0.0
Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,136.75,0,0-1 year,1,2,Budget Conscious,discount_10,233.39999999999998,0.4815787,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.1,184.15,0,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1165.1999999999998,0.66419566,True,0,0.0,773.920779275894,154.7841558551787,154.7841558551787
Male,1,No,No,37,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65,1315.0,0,2-4 years,2,0,Segment 0,discount_20,439.79999999999995,0.43622553,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,0,4+ years,6,1,Loyal Champions,premium_support,1246.8000000000002,0.39936715,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,757.95,0,2-4 years,1,2,Budget Conscious,discount_10,237.0,0.37841386,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,6890.0,1,4+ years,6,1,Loyal Champions,premium_support,1248.6,0.3710131,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1657.4,0,4+ years,2,2,Budget Conscious,discount_10,294.6,0.32449442,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,3008.55,0,4+ years,4,1,Loyal Champions,premium_support,584.4000000000001,0.3580128,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,1,0-1 year,4,3,At-Risk Newcomers,feature_tutorial,1060.1999999999998,0.62606496,True,0,0.0,663.7540665507315,132.75081331014633,132.75081331014633
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,0,4+ years,7,1,Loyal Champions,premium_support,1314.6,0.3472177,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,0,2-4 years,1,2,Budget Conscious,discount_10,247.79999999999998,0.37242433,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,2649.15,1,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1135.8000000000002,0.40109843,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,0,0-1 year,3,0,Segment 0,discount_20,662.4000000000001,0.59032387,True,0,0.0,391.03052845001224,117.30915853500369,117.30915853500369
Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,0,4+ years,2,2,Budget Conscious,discount_10,288.6,0.34717986,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,892.8000000000001,0.7115488,True,0,0.0,635.2707733154298,127.05415466308597,127.05415466308597
Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,1,2-4 years,7,1,Loyal Champions,premium_support,958.8000000000001,0.394011,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,790.0,0,2-4 years,1,2,Budget Conscious,discount_10,245.39999999999998,0.37538654,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,1237.65,0,4+ years,1,2,Budget Conscious,discount_10,231.0,0.33697024,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,378.6,0,1-2 years,2,2,Budget Conscious,discount_10,316.20000000000005,0.4358599,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,0,1-2 years,1,0,Segment 0,discount_20,525.5999999999999,0.44859153,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,0,0-1 year,2,0,Segment 0,discount_20,601.8,0.70006555,True,0,0.0,421.2994499087333,126.38983497262001,126.38983497262001
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,20.45,0,0-1 year,1,2,Budget Conscious,discount_10,245.39999999999998,0.6643666,True,0,0.0,163.03556435108183,24.455334652662287,24.455334652662287
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,836.4000000000001,0.5025841,True,0,0.0,420.36134104728706,84.07226820945738,84.07226820945738
Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,0,4+ years,4,1,Loyal Champions,premium_support,736.8,0.35704198,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,1,0-1 year,5,3,At-Risk Newcomers,feature_tutorial,1177.1999999999998,0.5298996,True,0,0.0,623.7978057861327,124.75956115722653,124.75956115722653
Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,0,2-4 years,5,1,Loyal Champions,premium_support,849.0,0.39383274,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,0,4+ years,4,1,Loyal Champions,premium_support,733.8,0.350525,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,854.9,0,2-4 years,1,2,Budget Conscious,discount_10,243.0,0.37538654,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,0,4+ years,5,1,Loyal Champions,premium_support,766.2,0.3847237,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,0,4+ years,5,1,Loyal Champions,premium_support,1184.4,0.40264997,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,1,0-1 year,1,2,Budget Conscious,discount_10,246.0,0.6872945,True,0,0.0,169.07444286346436,25.36116642951967,25.36116642951967
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,810.3,0,2-4 years,1,2,Budget Conscious,discount_10,240.0,0.37538654,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,772.4,0,2-4 years,1,2,Budget Conscious,discount_10,231.60000000000002,0.3780357,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,0,1-2 years,4,3,At-Risk Newcomers,feature_tutorial,1012.8000000000001,0.40077573,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,0,0-1 year,0,0,Segment 0,discount_20,301.20000000000005,0.6315535,True,0,0.0,190.22390549182896,57.06717164754869,57.06717164754869
Female,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,0,0-1 year,4,0,Segment 0,discount_20,579.0,0.5956172,True,0,0.0,344.8623443841934,103.45870331525805,103.45870331525805
Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,0,4+ years,1,2,Budget Conscious,discount_10,238.20000000000002,0.3588839,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,1,0-1 year,5,3,At-Risk Newcomers,feature_tutorial,1195.1999999999998,0.63600886,True,0,0.0,760.1577878952025,152.0315575790405,152.0315575790405
Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,0,0-1 year,5,3,At-Risk Newcomers,feature_tutorial,1130.4,0.5055734,True,0,0.0,571.5001622200012,114.30003244400024,114.30003244400024
Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,0,0-1 year,3,0,Segment 0,discount_20,745.8,0.6330302,True,0,0.0,472.11390538215636,141.6341716146469,141.6341716146469
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,0,2-4 years,3,3,At-Risk Newcomers,feature_tutorial,951.5999999999999,0.3877536,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,0,1-2 years,3,0,Segment 0,discount_20,675.0,0.39964053,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,0,0-1 year,1,2,Budget Conscious,discount_10,243.60000000000002,0.42780748,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,0,4+ years,5,1,Loyal Champions,premium_support,1188.0,0.4067413,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,0,4+ years,8,1,Loyal Champions,premium_support,1087.1999999999998,0.3499246,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,0,4+ years,7,1,Loyal Champions,premium_support,1030.8000000000002,0.35075426,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,0,4+ years,3,1,Loyal Champions,premium_support,950.4000000000001,0.34625953,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,0,1-2 years,5,0,Segment 0,discount_20,844.1999999999999,0.41677067,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,867.3,0,2-4 years,1,2,Budget Conscious,discount_10,232.20000000000002,0.3800611,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,0,0-1 year,2,0,Segment 0,discount_20,601.8,0.70006555,True,0,0.0,421.2994499087333,126.38983497262001,126.38983497262001
Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,0,2-4 years,4,0,Segment 0,discount_20,765.5999999999999,0.39824224,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,0,0-1 year,1,2,Budget Conscious,discount_10,246.60000000000002,0.43814814,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,0,4+ years,8,1,Loyal Champions,premium_support,1062.6,0.3651861,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,0,4+ years,5,1,Loyal Champions,premium_support,1216.8000000000002,0.3872337,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,983.4000000000001,0.7038675,True,0,0.0,692.1832946419717,138.4366589283943,138.4366589283943
Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,451.1,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,832.1999999999999,0.48600543,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,44.6,0,0-1 year,1,0,Segment 0,discount_20,535.2,0.70006555,True,0,0.0,374.67508406639104,112.40252521991732,112.40252521991732
Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,0,0-1 year,4,0,Segment 0,discount_20,765.0,0.5549247,True,0,0.0,424.51741576194763,127.35522472858429,127.35522472858429
Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,0,4+ years,7,1,Loyal Champions,premium_support,1311.0,0.3631397,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,0,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1015.1999999999999,0.483031,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,0,1-2 years,1,2,Budget Conscious,discount_10,245.39999999999998,0.37595394,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,0,2-4 years,3,3,At-Risk Newcomers,feature_tutorial,1029.0,0.39698803,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,1,0-1 year,3,3,At-Risk Newcomers,feature_tutorial,1093.1999999999998,0.5454092,True,0,0.0,596.2413402557372,119.24826805114742,119.24826805114742
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,0,4+ years,6,1,Loyal Champions,premium_support,1295.4,0.37473536,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,1,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,1033.1999999999998,0.46151352,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,1014.25,0,2-4 years,2,2,Budget Conscious,discount_10,275.4,0.3747351,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,1,2-4 years,4,3,At-Risk Newcomers,feature_tutorial,1136.4,0.41343364,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1225.65,0,4+ years,1,2,Budget Conscious,discount_10,233.39999999999998,0.34081927,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,1873.7,1,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,1021.1999999999999,0.4190125,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.7,386.5,0,1-2 years,1,2,Budget Conscious,discount_10,236.39999999999998,0.38843554,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,1,4+ years,5,1,Loyal Champions,premium_support,1189.8000000000002,0.36609197,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,0,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,1044.0,0.42170727,False,0,0.0,0.0,0.0,0.0
Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,7101.5,1,4+ years,6,1,Loyal Champions,premium_support,1235.4,0.38219398,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,0,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,959.4000000000001,0.46570125,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,0,2-4 years,4,0,Segment 0,discount_20,768.0,0.3917179,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,0,0-1 year,3,0,Segment 0,discount_20,778.8000000000001,0.44999182,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,0,4+ years,2,2,Budget Conscious,discount_10,309.0,0.34079647,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,0,4+ years,8,1,Loyal Champions,premium_support,1081.8000000000002,0.3573478,False,0,0.0,0.0,0.0,0.0
Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,0,4+ years,8,1,Loyal Champions,premium_support,1393.1999999999998,0.3826477,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,0,4+ years,6,1,Loyal Champions,premium_support,1259.4,0.37679055,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,1,0-1 year,1,0,Segment 0,discount_20,540.5999999999999,0.70006555,True,0,0.0,378.45543805360785,113.53663141608234,113.53663141608234
Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,852.0,0.7151056,True,0,0.0,609.2699654102325,121.85399308204649,121.85399308204649
Male,0,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.85,0,4+ years,4,0,Segment 0,discount_20,600.0,0.36942607,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,1,2-4 years,1,3,At-Risk Newcomers,feature_tutorial,846.5999999999999,0.42255163,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,1,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,956.4000000000001,0.7038675,True,0,0.0,673.1788722753525,134.63577445507053,134.63577445507053
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,0,0-1 year,1,2,Budget Conscious,discount_10,245.39999999999998,0.6643666,True,0,0.0,163.03556435108183,24.455334652662287,24.455334652662287
Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.7,1,1-2 years,4,0,Segment 0,discount_20,708.0,0.43047634,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,2896.4,1,2-4 years,4,0,Segment 0,discount_20,724.2,0.3986972,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,717.5,0,2-4 years,1,2,Budget Conscious,discount_10,238.20000000000002,0.37538654,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.95,253.8,0,1-2 years,1,2,Budget Conscious,discount_10,239.39999999999998,0.4202355,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.45,1110.05,0,2-4 years,2,2,Budget Conscious,discount_10,317.4,0.4042302,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4,348.8,0,0-1 year,6,0,Segment 0,discount_20,760.8,0.481797,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,0,4+ years,5,1,Loyal Champions,premium_support,647.4000000000001,0.34072283,False,0,0.0,0.0,0.0,0.0
Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,1,0-1 year,1,3,At-Risk Newcomers,feature_tutorial,831.0,0.71427363,True,0,0.0,593.5613878369331,118.7122775673866,118.7122775673866
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,6843.15,0,4+ years,5,1,Loyal Champions,premium_support,1141.1999999999998,0.34232002,False,0,0.0,0.0,0.0,0.0
Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,0,0-1 year,2,3,At-Risk Newcomers,feature_tutorial,889.1999999999999,0.5175869,True,0,0.0,460.2382598161697,92.04765196323393,92.04765196323393
Male,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,0,0-1 year,2,0,Segment 0,discount_20,426.0,0.45769438,False,0,0.0,0.0,0.0,0.0
Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.95,1767.35,1,2-4 years,1,3,At-Risk Newcomers,feature_tutorial,851.4000000000001,0.38800856,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.2,1742.45,0,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,950.4000000000001,0.39980814,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,0,0-1 year,2,0,Segment 0,discount_20,585.5999999999999,0.5029567,True,0,0.0,294.5314367294311,88.35943101882935,88.35943101882935
Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820.45,1,1-2 years,3,3,At-Risk Newcomers,feature_tutorial,1068.0,0.42870092,False,0,0.0,0.0,0.0,0.0
Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,1,1-2 years,5,3,At-Risk Newcomers,feature_tutorial,1192.8000000000002,0.44463843,False,0,0.0,0.0,0.0,0.0
Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45,2444.25,0,2-4 years,3,0,Segment 0,discount_20,665.4000000000001,0.40466744,False,0,0.0,0.0,0.0,0.0
Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,949.8,0,2-4 years,2,2,Budget Conscious,discount_10,304.79999999999995,0.3972905,False,0,0.0,0.0,0.0,0.0
